Name,ParentFunc
BT_TASKS,BT_EXECUTE
BT_EXECUTE,FSM_UPDATE
EVENT_CHECK,ROOT
FSM_UPDATE,AI_HANDLER_UPDATE
EVENT_UPDATE,AI_HANDLER_UPDATE
AI_HANDLER_UPDATE,ROOT

Nr of AI,Name,TimeSpent[ms],TotalRunTime[ms],Iterations,frames
2086,EVENT_CHECK,500.175,6000,569887,100
2110,EVENT_CHECK,479.715,6000,555190,96
2086,EVENT_CHECK,504.423,6000,569881,100
2086,EVENT_CHECK,504.693,6000,576149,101
2086,EVENT_CHECK,501.89,6000,576152,101
2086,EVENT_CHECK,505.674,6000,569894,100
2086,EVENT_CHECK,505.487,6000,569894,100
2086,EVENT_CHECK,507.687,6000,567814,100
2086,EVENT_CHECK,500.758,6000,563625,99
2110,EVENT_CHECK,506.312,6000,569999,99
2110,EVENT_CHECK,507.954,6000,576332,100
2110,EVENT_CHECK,502.567,6000,565759,98
2110,EVENT_CHECK,511.386,6000,570001,99
2086,EVENT_CHECK,500.472,6000,563626,99
2110,EVENT_CHECK,506.64,6000,567893,99
2110,EVENT_CHECK,496.053,6000,569989,99
2110,EVENT_CHECK,502.684,6000,570004,99
2086,EVENT_CHECK,507.547,6000,574082,101
2110,EVENT_CHECK,517.722,6000,567905,99
2086,EVENT_CHECK,506.278,6000,574087,101
2110,EVENT_CHECK,511.571,6000,570001,99
2086,EVENT_CHECK,504.937,6000,561477,98
2110,EVENT_CHECK,507.577,6000,569983,99
2086,EVENT_CHECK,504.267,6000,574087,101
2086,EVENT_CHECK,501.942,6000,569888,100
2086,EVENT_CHECK,507.597,6000,569889,100
2086,EVENT_CHECK,506.701,6000,569889,100
2086,EVENT_CHECK,510.34,6000,576141,101
2086,EVENT_CHECK,500.502,6000,569885,100
2086,EVENT_CHECK,501.098,6000,565695,99
2086,EVENT_CHECK,502.642,6000,569888,100
2086,EVENT_CHECK,499.404,6000,563623,99
2086,EVENT_CHECK,505.602,6000,569885,100
2086,EVENT_CHECK,506.921,6000,565694,99
2086,EVENT_CHECK,505.321,6000,569886,100
2086,EVENT_CHECK,502.307,6000,565680,99
2086,EVENT_CHECK,503.916,6000,569888,100
2110,EVENT_CHECK,509.056,6000,574239,100
2086,EVENT_CHECK,502.049,6000,569890,100
2110,EVENT_CHECK,512.611,6000,570001,99
2110,EVENT_CHECK,509.023,6000,572061,99
2086,EVENT_CHECK,504.318,6000,565683,99
2086,EVENT_CHECK,508.233,6000,569884,100
2086,EVENT_CHECK,497.191,6000,565689,99
2086,EVENT_CHECK,503.268,6000,559423,98
2086,EVENT_CHECK,498.642,6000,565688,99
2086,EVENT_CHECK,498.315,6000,563626,99
2086,EVENT_CHECK,504.59,6000,569884,100
2086,EVENT_CHECK,510.689,6000,567813,100
2086,EVENT_CHECK,504.437,6000,569906,100
2086,EVENT_CHECK,504.137,6000,569891,100
2086,EVENT_CHECK,502.782,6000,571951,100
2086,EVENT_CHECK,508.473,6000,574090,101
2086,EVENT_CHECK,503.384,6000,569889,100
2086,EVENT_CHECK,501.508,6000,569877,100
2086,EVENT_CHECK,501.793,6000,565688,99
2110,EVENT_CHECK,512.464,6000,574236,100
2110,EVENT_CHECK,507.813,6000,569989,99
2110,EVENT_CHECK,507.875,6000,569994,99
2110,EVENT_CHECK,506.411,6000,569977,99
2110,EVENT_CHECK,503.248,6000,561522,97
2110,EVENT_CHECK,508.338,6000,569981,99
2086,EVENT_CHECK,501.46,6000,565686,99
2086,EVENT_CHECK,506.028,6000,567747,99
2086,EVENT_CHECK,509.508,6000,569868,100
2110,EVENT_CHECK,512.228,6000,574236,100
2086,EVENT_CHECK,508.23,6000,574081,101
2086,EVENT_CHECK,505.55,6000,576150,101
2086,EVENT_CHECK,501.029,6000,569883,100
2110,EVENT_CHECK,513.523,6000,569995,99
2086,EVENT_CHECK,506.945,6000,576157,101
2110,EVENT_CHECK,501.994,6000,569988,99
2086,EVENT_CHECK,507.959,6000,569868,100
2086,EVENT_CHECK,501.121,6000,565695,99
2086,EVENT_CHECK,503.26,6000,569898,100
2086,EVENT_CHECK,512.236,6000,569888,100
2086,EVENT_CHECK,505.585,6000,569891,100
2086,EVENT_CHECK,508.047,6000,569894,100
2110,EVENT_CHECK,510.71,6000,569999,99
2086,EVENT_CHECK,503.238,6000,569890,100
2110,EVENT_CHECK,502.681,6000,563672,98
2086,EVENT_CHECK,503.345,6000,563617,99
2086,EVENT_CHECK,491.681,6000,555222,97
2086,EVENT_CHECK,505.606,6000,574084,101
2086,EVENT_CHECK,507.497,6000,569892,100
2110,EVENT_CHECK,509.05,6000,576331,100
2086,EVENT_CHECK,503.958,6000,563596,99
2110,EVENT_CHECK,502.463,6000,561515,97
2110,EVENT_CHECK,510.675,6000,569990,99
2110,EVENT_CHECK,507.143,6000,565760,98
2086,EVENT_CHECK,510.314,6000,576147,101
2086,EVENT_CHECK,516.936,6000,574054,101
2086,EVENT_CHECK,506.225,6000,574098,101
2086,EVENT_CHECK,502.308,6000,569886,100
2110,EVENT_CHECK,507.282,6000,576332,100
2086,EVENT_CHECK,503.921,6000,569888,100
2110,EVENT_CHECK,501.584,6000,563669,98
2086,EVENT_CHECK,502.976,6000,569883,100
2086,EVENT_CHECK,493.523,6000,548977,96

Nr of AI,Name,TimeSpent[ms],TotalRunTime[ms],Iterations,frames
0,FSM_UPDATE,33.3553,6000,774,773
10,FSM_UPDATE,108.44,6000,776,775
20,FSM_UPDATE,182.704,6000,774,773
30,FSM_UPDATE,261.997,6000,773,772
40,FSM_UPDATE,338.18,6000,772,771
50,FSM_UPDATE,417.138,6000,770,769
60,FSM_UPDATE,498.486,6000,768,767
70,FSM_UPDATE,579.207,6000,767,766
80,FSM_UPDATE,646.554,6000,766,765
90,FSM_UPDATE,735.091,6000,763,762
100,FSM_UPDATE,823.941,6000,763,762
110,FSM_UPDATE,895.215,6000,761,760
120,FSM_UPDATE,975.242,6000,759,758
130,FSM_UPDATE,1055.75,6000,757,756
140,FSM_UPDATE,1135.93,6000,756,755
150,FSM_UPDATE,1262.32,6000,757,756
160,FSM_UPDATE,1303.71,6000,752,751
170,FSM_UPDATE,1388.45,6000,743,742
180,FSM_UPDATE,1429.5,6000,739,738
190,FSM_UPDATE,1494.56,6000,725,724
200,FSM_UPDATE,1559.35,6000,707,706
210,FSM_UPDATE,1597.62,6000,708,707
220,FSM_UPDATE,1648.27,6000,697,696
230,FSM_UPDATE,1694.13,6000,688,687
240,FSM_UPDATE,1794.57,6000,676,675
250,FSM_UPDATE,1801.3,6000,672,671
260,FSM_UPDATE,1834.96,6000,661,660
270,FSM_UPDATE,1909.77,6000,657,656
280,FSM_UPDATE,1965.14,6000,651,650
290,FSM_UPDATE,2077.47,6000,635,634
300,FSM_UPDATE,2079.23,6000,632,631
310,FSM_UPDATE,2110.6,6000,621,620
320,FSM_UPDATE,2151.7,6000,610,609
330,FSM_UPDATE,2274.02,6000,591,590
340,FSM_UPDATE,2226.69,6000,590,589
350,FSM_UPDATE,2264,6000,581,580
360,FSM_UPDATE,2293.47,6000,573,572
370,FSM_UPDATE,2379.36,6000,556,555
380,FSM_UPDATE,2410.19,6000,539,538
390,FSM_UPDATE,2397.2,6000,539,538
400,FSM_UPDATE,2382.57,6000,513,512
410,FSM_UPDATE,2398,6000,484,483
420,FSM_UPDATE,2466.03,6000,493,492
430,FSM_UPDATE,2501.32,6000,491,490
440,FSM_UPDATE,2512.17,6000,474,473
450,FSM_UPDATE,2520.95,6000,471,470
460,FSM_UPDATE,2573.04,6000,473,472
470,FSM_UPDATE,2606.1,6000,460,459
480,FSM_UPDATE,2645,6000,452,451
490,FSM_UPDATE,2658.25,6000,453,452
500,FSM_UPDATE,2693.68,6000,447,446
510,FSM_UPDATE,2716.3,6000,440,439
520,FSM_UPDATE,2723.31,6000,439,438
530,FSM_UPDATE,2750.49,6000,430,429
540,FSM_UPDATE,2770.24,6000,416,415
550,FSM_UPDATE,2782.15,6000,415,414
560,FSM_UPDATE,2798.72,6000,409,408
570,FSM_UPDATE,2821.68,6000,398,397
580,FSM_UPDATE,2837.92,6000,398,397
590,FSM_UPDATE,2857.36,6000,390,389
600,FSM_UPDATE,2871.73,6000,384,383
610,FSM_UPDATE,2877.65,6000,378,377
620,FSM_UPDATE,2906.34,6000,373,372
630,FSM_UPDATE,2927.55,6000,370,369
640,FSM_UPDATE,2930.27,6000,363,362
650,FSM_UPDATE,2956.9,6000,357,356
660,FSM_UPDATE,2976.07,6000,353,352
670,FSM_UPDATE,2987.64,6000,348,347
680,FSM_UPDATE,3003.41,6000,346,345
690,FSM_UPDATE,3028.99,6000,340,339
700,FSM_UPDATE,3019.48,6000,334,333
710,FSM_UPDATE,3053.98,6000,334,333
720,FSM_UPDATE,3074.68,6000,328,327
730,FSM_UPDATE,3076.46,6000,324,323
740,FSM_UPDATE,3070.48,6000,317,316
750,FSM_UPDATE,3094.23,6000,316,315
760,FSM_UPDATE,3116.38,6000,311,310
770,FSM_UPDATE,3115.01,6000,307,306
780,FSM_UPDATE,3135.65,6000,305,304
790,FSM_UPDATE,3120.22,6000,300,299
800,FSM_UPDATE,3160.55,6000,299,298
810,FSM_UPDATE,3143.61,6000,288,287
820,FSM_UPDATE,3168.61,6000,291,290
830,FSM_UPDATE,3173.08,6000,288,287
840,FSM_UPDATE,3176.85,6000,282,281
850,FSM_UPDATE,3191.72,6000,277,276
860,FSM_UPDATE,3220,6000,278,277
870,FSM_UPDATE,3234.74,6000,273,272
880,FSM_UPDATE,3225.79,6000,270,269
890,FSM_UPDATE,3243.59,6000,270,269
900,FSM_UPDATE,3269.14,6000,265,264
910,FSM_UPDATE,3213.64,6000,256,255
920,FSM_UPDATE,3270.16,6000,253,252
930,FSM_UPDATE,3244.43,6000,250,249
940,FSM_UPDATE,3261.44,6000,251,250
950,FSM_UPDATE,3281.68,6000,246,245
960,FSM_UPDATE,3313.38,6000,246,245
970,FSM_UPDATE,3305.8,6000,242,241
980,FSM_UPDATE,3285.37,6000,236,235
990,FSM_UPDATE,3333.36,6000,239,238
1000,FSM_UPDATE,3330.32,6000,234,233
1010,FSM_UPDATE,3340.11,6000,232,231
1020,FSM_UPDATE,3290.94,6000,230,229
1030,FSM_UPDATE,3322.43,6000,224,223
1040,FSM_UPDATE,3342.04,6000,223,222
1050,FSM_UPDATE,3308.77,6000,220,219
1060,FSM_UPDATE,3335.96,6000,216,215
1070,FSM_UPDATE,3373.59,6000,218,217
1080,FSM_UPDATE,3306.97,6000,211,210
1090,FSM_UPDATE,3327.27,6000,213,212
1100,FSM_UPDATE,3383.37,6000,211,210
1110,FSM_UPDATE,3396.94,6000,208,207
1120,FSM_UPDATE,3389.09,6000,207,206
1130,FSM_UPDATE,3390.72,6000,207,206
1140,FSM_UPDATE,3423.83,6000,204,203
1150,FSM_UPDATE,3422.45,6000,201,200
1160,FSM_UPDATE,3437.39,6000,197,196
1170,FSM_UPDATE,3462.84,6000,195,194
1180,FSM_UPDATE,3447.02,6000,194,193
1190,FSM_UPDATE,3447.69,6000,192,191
1200,FSM_UPDATE,3434.43,6000,194,193
1210,FSM_UPDATE,3449.12,6000,191,190
1220,FSM_UPDATE,3458.58,6000,190,189
1230,FSM_UPDATE,3469.46,6000,187,186
1240,FSM_UPDATE,3456.89,6000,186,185
1250,FSM_UPDATE,3456.28,6000,185,184
1260,FSM_UPDATE,3477.46,6000,184,183
1270,FSM_UPDATE,3486.37,6000,179,178
1280,FSM_UPDATE,3467.03,6000,180,179
1290,FSM_UPDATE,3488.27,6000,178,177
1300,FSM_UPDATE,3390.58,6000,164,163
1310,FSM_UPDATE,3455.98,6000,167,166
1320,FSM_UPDATE,3462.62,6000,166,165
1330,FSM_UPDATE,3487.56,6000,169,168
1340,FSM_UPDATE,3498.69,6000,169,168
1350,FSM_UPDATE,3464.09,6000,166,165
1360,FSM_UPDATE,3538.75,6000,170,169
1370,FSM_UPDATE,3505.8,6000,159,158
1380,FSM_UPDATE,3529.27,6000,164,163
1390,FSM_UPDATE,3546.35,6000,165,164
1400,FSM_UPDATE,3540.73,6000,164,163
1410,FSM_UPDATE,3526.82,6000,162,161
1420,FSM_UPDATE,3544.05,6000,161,160
1430,FSM_UPDATE,3559.83,6000,162,161
1440,FSM_UPDATE,3539.15,6000,159,158
1450,FSM_UPDATE,3554.78,6000,159,158
1460,FSM_UPDATE,3571.68,6000,155,154
1470,FSM_UPDATE,3570.56,6000,154,153
1480,FSM_UPDATE,3570.37,6000,156,155
1490,FSM_UPDATE,3582.1,6000,153,152
1500,FSM_UPDATE,3606.44,6000,153,152
1510,FSM_UPDATE,3592.03,6000,153,152
1520,FSM_UPDATE,3570.39,6000,149,148
1530,FSM_UPDATE,3599.44,6000,149,148
1540,FSM_UPDATE,3633.32,6000,150,149
1550,FSM_UPDATE,3620.94,6000,147,146
1560,FSM_UPDATE,3620.66,6000,146,145
1570,FSM_UPDATE,3646.19,6000,145,144
1580,FSM_UPDATE,3636.07,6000,145,144
1590,FSM_UPDATE,3628.08,6000,143,142
1600,FSM_UPDATE,3607.43,6000,143,142
1610,FSM_UPDATE,3654.44,6000,142,141
1620,FSM_UPDATE,3626.5,6000,141,140
1630,FSM_UPDATE,3642.1,6000,139,138
1640,FSM_UPDATE,3665.1,6000,138,137
1650,FSM_UPDATE,3680.32,6000,134,133
1660,FSM_UPDATE,3693.56,6000,138,137
1670,FSM_UPDATE,3672.72,6000,136,135
1680,FSM_UPDATE,3670.31,6000,136,135
1690,FSM_UPDATE,3664.61,6000,134,133
1700,FSM_UPDATE,3652.37,6000,133,132
1710,FSM_UPDATE,3689.21,6000,132,131
1720,FSM_UPDATE,3695.09,6000,132,131
1730,FSM_UPDATE,3721.31,6000,131,130
1740,FSM_UPDATE,3659.56,6000,130,129
1750,FSM_UPDATE,3741.07,6000,130,129
1760,FSM_UPDATE,3721.85,6000,128,127
1770,FSM_UPDATE,3731,6000,127,126
1780,FSM_UPDATE,3776.15,6000,128,127
1790,FSM_UPDATE,3734.16,6000,127,126
1800,FSM_UPDATE,3736.81,6000,124,123
1810,FSM_UPDATE,3756.85,6000,123,122
1820,FSM_UPDATE,3774.9,6000,125,124
1830,FSM_UPDATE,3765.67,6000,121,120
1840,FSM_UPDATE,3791.42,6000,123,122
1850,FSM_UPDATE,3807.97,6000,122,121
1860,FSM_UPDATE,3807.12,6000,116,115
1870,FSM_UPDATE,3791.33,6000,119,118
1880,FSM_UPDATE,3825.87,6000,117,116
1890,FSM_UPDATE,3817.25,6000,120,119
1900,FSM_UPDATE,3846.84,6000,118,117
1910,FSM_UPDATE,3823.38,6000,117,116
1920,FSM_UPDATE,3833.96,6000,115,114
1930,FSM_UPDATE,3819.64,6000,113,112
1940,FSM_UPDATE,3808.89,6000,114,113
1950,FSM_UPDATE,3846.51,6000,114,113
1960,FSM_UPDATE,3837.27,6000,111,110
1970,FSM_UPDATE,3833.34,6000,111,110
1980,FSM_UPDATE,3858.94,6000,111,110
1990,FSM_UPDATE,3834.61,6000,110,109
2000,FSM_UPDATE,3876.96,6000,111,110
2010,FSM_UPDATE,3856.42,6000,109,108
2020,FSM_UPDATE,3860.49,6000,109,108
2030,FSM_UPDATE,3867.8,6000,108,107
2040,FSM_UPDATE,3881.48,6000,105,104
2050,FSM_UPDATE,3934.2,6000,105,104
2060,FSM_UPDATE,3945.27,6000,104,103
2070,FSM_UPDATE,3891.74,6000,101,100
2080,FSM_UPDATE,3972.17,6000,101,100
2086,FSM_UPDATE,3921.91,6000,100,99
2100,FSM_UPDATE,3916.16,6000,100,99
2110,FSM_UPDATE,3948.65,6000,99,98
2086,FSM_UPDATE,3902.48,6000,101,100
2086,FSM_UPDATE,3979.23,6000,102,101
2110,FSM_UPDATE,3966.1,6000,101,100
2110,FSM_UPDATE,3974.45,6000,101,100
2110,FSM_UPDATE,3951.11,6000,100,99
2110,FSM_UPDATE,3956.68,6000,100,99
2110,FSM_UPDATE,3950.1,6000,101,100
2110,FSM_UPDATE,3970.13,6000,102,101
2086,FSM_UPDATE,3945.04,6000,102,101
2086,FSM_UPDATE,3957.31,6000,101,100
2110,FSM_UPDATE,3992.66,6000,101,100
2086,FSM_UPDATE,3993.79,6000,102,101
2110,FSM_UPDATE,3930.32,6000,101,100
2086,FSM_UPDATE,3955.18,6000,101,100
2110,FSM_UPDATE,3915.14,6000,101,100
2086,FSM_UPDATE,3579.29,6000,131,130
2086,FSM_UPDATE,3994.1,6000,102,101
2110,FSM_UPDATE,3981.52,6000,100,99
2110,FSM_UPDATE,3928.47,6000,98,97
2086,FSM_UPDATE,3943.85,6000,102,101
2086,FSM_UPDATE,3928.33,6000,101,100
2110,FSM_UPDATE,3955.3,6000,100,99
2110,FSM_UPDATE,3944.32,6000,102,101
2086,FSM_UPDATE,3989.33,6000,101,100
2110,FSM_UPDATE,3957.27,6000,101,100
2110,FSM_UPDATE,3975.24,6000,100,99
2110,FSM_UPDATE,3900.69,6000,101,100
2086,FSM_UPDATE,3955.44,6000,98,97
2110,FSM_UPDATE,3937.12,6000,100,99
2086,FSM_UPDATE,3940.18,6000,101,100
2086,FSM_UPDATE,3987.04,6000,102,101
2110,FSM_UPDATE,3987.02,6000,101,100
2086,FSM_UPDATE,3935.34,6000,102,101
2086,FSM_UPDATE,3924.47,6000,101,100
2086,FSM_UPDATE,3903.89,6000,101,100
2110,FSM_UPDATE,3906.15,6000,100,99
2110,FSM_UPDATE,3972.45,6000,99,98
2086,FSM_UPDATE,3928.77,6000,102,101
2110,FSM_UPDATE,3931.52,6000,100,99
2086,FSM_UPDATE,3931.87,6000,101,100
2110,FSM_UPDATE,3993.99,6000,101,100
2110,FSM_UPDATE,3947.63,6000,99,98
2110,FSM_UPDATE,3947,6000,101,100
2110,FSM_UPDATE,3987.46,6000,101,100
2110,FSM_UPDATE,3997.45,6000,100,99
2086,FSM_UPDATE,3928.75,6000,101,100
2110,FSM_UPDATE,3899.14,6000,100,99
2086,FSM_UPDATE,3948.82,6000,99,98
2086,FSM_UPDATE,3984.22,6000,101,100
2110,FSM_UPDATE,3956.97,6000,101,100
2086,FSM_UPDATE,3900.24,6000,99,98
2110,FSM_UPDATE,3884.46,6000,99,98
2086,FSM_UPDATE,3871.73,6000,99,98
2086,FSM_UPDATE,3968.31,6000,101,100
2086,FSM_UPDATE,3940.49,6000,102,101
2086,FSM_UPDATE,3938.23,6000,101,100
2086,FSM_UPDATE,3946.98,6000,102,101
2110,FSM_UPDATE,3910.72,6000,100,99
2086,FSM_UPDATE,3945.71,6000,101,100
2086,FSM_UPDATE,3956.24,6000,101,100
2110,FSM_UPDATE,3973.91,6000,101,100
2086,FSM_UPDATE,3913.25,6000,102,101
2110,FSM_UPDATE,3968.65,6000,101,100
2086,FSM_UPDATE,3931.23,6000,100,99
2086,FSM_UPDATE,3981.61,6000,100,99
2110,FSM_UPDATE,3929.77,6000,101,100
2086,FSM_UPDATE,3897.39,6000,100,99
2110,FSM_UPDATE,3922.11,6000,100,99
2110,FSM_UPDATE,3929.33,6000,100,99
2086,FSM_UPDATE,3898.3,6000,102,101
2086,FSM_UPDATE,3989.86,6000,100,99
2086,FSM_UPDATE,3917.1,6000,102,101
2110,FSM_UPDATE,3926.04,6000,100,99
2086,FSM_UPDATE,3995.08,6000,102,101
2086,FSM_UPDATE,3929.23,6000,102,101
2086,FSM_UPDATE,3913.3,6000,101,100
2086,FSM_UPDATE,3981.82,6000,102,101
2086,FSM_UPDATE,3949.15,6000,102,101
2086,FSM_UPDATE,3967.37,6000,102,101
2086,FSM_UPDATE,3911.88,6000,102,101
2086,FSM_UPDATE,3951.05,6000,101,100
2110,FSM_UPDATE,3984.59,6000,102,101
2086,FSM_UPDATE,3947.62,6000,101,100
2086,FSM_UPDATE,3922.04,6000,100,99
2110,FSM_UPDATE,3928.66,6000,100,99
2086,FSM_UPDATE,3962.13,6000,102,101
2110,FSM_UPDATE,3928.75,6000,100,99
2086,FSM_UPDATE,3892.18,6000,100,99
2110,FSM_UPDATE,3945.48,6000,102,101
2110,FSM_UPDATE,3943.92,6000,101,100
2086,FSM_UPDATE,3910.8,6000,101,100
2110,FSM_UPDATE,3903.62,6000,97,96
2086,FSM_UPDATE,3961.36,6000,101,100
2086,FSM_UPDATE,3946.03,6000,102,101
2086,FSM_UPDATE,3935.02,6000,102,101
2086,FSM_UPDATE,3976.44,6000,101,100
2086,FSM_UPDATE,3932.7,6000,101,100
2086,FSM_UPDATE,3957.62,6000,101,100
2086,FSM_UPDATE,3911.88,6000,100,99
2110,FSM_UPDATE,3912.04,6000,100,99
2110,FSM_UPDATE,3985.76,6000,101,100
2110,FSM_UPDATE,3952.7,6000,99,98
2110,FSM_UPDATE,3948.48,6000,100,99
2086,FSM_UPDATE,3948.93,6000,100,99
2110,FSM_UPDATE,3899.8,6000,100,99
2110,FSM_UPDATE,3920.05,6000,100,99
2110,FSM_UPDATE,3922.58,6000,100,99
2086,FSM_UPDATE,3898.14,6000,102,101
2110,FSM_UPDATE,3954.67,6000,100,99
2086,FSM_UPDATE,3908.5,6000,102,101
2110,FSM_UPDATE,3942.43,6000,100,99
2086,FSM_UPDATE,3963.63,6000,99,98
2110,FSM_UPDATE,3943.91,6000,100,99
2086,FSM_UPDATE,3922.88,6000,102,101
2086,FSM_UPDATE,3929.08,6000,101,100
2086,FSM_UPDATE,3904.34,6000,101,100
2086,FSM_UPDATE,3956.59,6000,101,100
2086,FSM_UPDATE,3944,6000,102,101
2086,FSM_UPDATE,3949.52,6000,101,100
2086,FSM_UPDATE,3942.47,6000,100,99
2086,FSM_UPDATE,3941.81,6000,101,100
2086,FSM_UPDATE,3931.09,6000,100,99
2086,FSM_UPDATE,3919.69,6000,101,100
2086,FSM_UPDATE,3907.81,6000,100,99
2086,FSM_UPDATE,3904.86,6000,101,100
2086,FSM_UPDATE,3971.37,6000,100,99
2086,FSM_UPDATE,3955.93,6000,101,100
2110,FSM_UPDATE,3878.9,6000,101,100
2086,FSM_UPDATE,3924.49,6000,101,100
2110,FSM_UPDATE,3903.53,6000,100,99
2110,FSM_UPDATE,3972.73,6000,100,99
2086,FSM_UPDATE,3948.8,6000,100,99
2086,FSM_UPDATE,3968.97,6000,101,100
2086,FSM_UPDATE,3919.11,6000,100,99
2086,FSM_UPDATE,3950.68,6000,99,98
2086,FSM_UPDATE,3932.81,6000,100,99
2086,FSM_UPDATE,3971.56,6000,100,99
2086,FSM_UPDATE,3939.93,6000,101,100
2086,FSM_UPDATE,3942.74,6000,101,100
2086,FSM_UPDATE,3935.9,6000,101,100
2086,FSM_UPDATE,3926.19,6000,101,100
2086,FSM_UPDATE,3988.67,6000,101,100
2086,FSM_UPDATE,3917.44,6000,102,101
2086,FSM_UPDATE,3912.9,6000,101,100
2086,FSM_UPDATE,3927.74,6000,101,100
2086,FSM_UPDATE,3910.37,6000,100,99
2110,FSM_UPDATE,3937.34,6000,101,100
2110,FSM_UPDATE,3968.72,6000,100,99
2110,FSM_UPDATE,3910.18,6000,100,99
2110,FSM_UPDATE,3963.46,6000,100,99
2110,FSM_UPDATE,3965.42,6000,98,97
2110,FSM_UPDATE,3975.6,6000,100,99
2086,FSM_UPDATE,3968.35,6000,100,99
2086,FSM_UPDATE,3975.8,6000,100,99
2086,FSM_UPDATE,3915.96,6000,101,100
2110,FSM_UPDATE,3931.88,6000,101,100
2086,FSM_UPDATE,3931.24,6000,102,101
2086,FSM_UPDATE,4004.6,6000,102,101
2086,FSM_UPDATE,3942.02,6000,101,100
2110,FSM_UPDATE,3976.41,6000,100,99
2086,FSM_UPDATE,3986.26,6000,102,101
2110,FSM_UPDATE,3884.9,6000,100,99
2086,FSM_UPDATE,3937.28,6000,101,100
2086,FSM_UPDATE,3923.32,6000,100,99
2086,FSM_UPDATE,3931.26,6000,101,100
2086,FSM_UPDATE,3945.92,6000,101,100
2086,FSM_UPDATE,3888.09,6000,101,100
2086,FSM_UPDATE,3941.16,6000,101,100
2110,FSM_UPDATE,3970.11,6000,100,99
2086,FSM_UPDATE,3903.44,6000,101,100
2110,FSM_UPDATE,3901.57,6000,99,98
2086,FSM_UPDATE,3918.23,6000,100,99
2086,FSM_UPDATE,3884.61,6000,98,97
2086,FSM_UPDATE,3929.92,6000,102,101
2086,FSM_UPDATE,3923.88,6000,101,100
2110,FSM_UPDATE,3981.46,6000,101,100
2086,FSM_UPDATE,3930.52,6000,100,99
2110,FSM_UPDATE,3976.15,6000,98,97
2110,FSM_UPDATE,3971.84,6000,100,99
2110,FSM_UPDATE,3966.38,6000,99,98
2086,FSM_UPDATE,3986.71,6000,102,101
2086,FSM_UPDATE,3937.57,6000,102,101
2086,FSM_UPDATE,3908.62,6000,102,101
2086,FSM_UPDATE,3916.03,6000,101,100
2110,FSM_UPDATE,3941.89,6000,101,100
2086,FSM_UPDATE,3981.95,6000,101,100
2110,FSM_UPDATE,3883.78,6000,99,98
2086,FSM_UPDATE,3914.5,6000,101,100
2086,FSM_UPDATE,3846.99,6000,97,96

Nr of AI,Name,TimeSpent[ms],TotalRunTime[ms],Iterations,frames
0,EVENT_UPDATE,765.102,6000,774,773
10,EVENT_UPDATE,802.634,6000,776,775
20,EVENT_UPDATE,824.884,6000,774,773
30,EVENT_UPDATE,858.646,6000,773,772
40,EVENT_UPDATE,880.946,6000,772,771
50,EVENT_UPDATE,871.635,6000,770,769
60,EVENT_UPDATE,925.219,6000,768,767
70,EVENT_UPDATE,937.759,6000,767,766
80,EVENT_UPDATE,984.006,6000,766,765
90,EVENT_UPDATE,984.024,6000,763,762
100,EVENT_UPDATE,1021.47,6000,763,762
110,EVENT_UPDATE,1033.13,6000,761,760
120,EVENT_UPDATE,1042.54,6000,759,758
130,EVENT_UPDATE,1071.16,6000,757,756
140,EVENT_UPDATE,1092.3,6000,756,755
150,EVENT_UPDATE,1135.59,6000,757,756
160,EVENT_UPDATE,1147.22,6000,752,751
170,EVENT_UPDATE,1148.79,6000,743,742
180,EVENT_UPDATE,1180,6000,739,738
190,EVENT_UPDATE,1174.18,6000,725,724
200,EVENT_UPDATE,1178.82,6000,707,706
210,EVENT_UPDATE,1185.08,6000,708,707
220,EVENT_UPDATE,1201.06,6000,697,696
230,EVENT_UPDATE,1203.42,6000,688,687
240,EVENT_UPDATE,1212.08,6000,676,675
250,EVENT_UPDATE,1205.15,6000,672,671
260,EVENT_UPDATE,1223.72,6000,661,660
270,EVENT_UPDATE,1231.46,6000,657,656
280,EVENT_UPDATE,1224.92,6000,651,650
290,EVENT_UPDATE,1226.42,6000,635,634
300,EVENT_UPDATE,1256.92,6000,632,631
310,EVENT_UPDATE,1251.48,6000,621,620
320,EVENT_UPDATE,1254.83,6000,610,609
330,EVENT_UPDATE,1252.79,6000,591,590
340,EVENT_UPDATE,1250.95,6000,590,589
350,EVENT_UPDATE,1271.45,6000,581,580
360,EVENT_UPDATE,1260.7,6000,573,572
370,EVENT_UPDATE,1217.23,6000,556,555
380,EVENT_UPDATE,1222.56,6000,539,538
390,EVENT_UPDATE,1227.59,6000,539,538
400,EVENT_UPDATE,1252.21,6000,513,512
410,EVENT_UPDATE,1242.73,6000,484,483
420,EVENT_UPDATE,1238.24,6000,493,492
430,EVENT_UPDATE,1241.3,6000,491,490
440,EVENT_UPDATE,1234,6000,474,473
450,EVENT_UPDATE,1218.63,6000,471,470
460,EVENT_UPDATE,1209.86,6000,473,472
470,EVENT_UPDATE,1195.02,6000,460,459
480,EVENT_UPDATE,1215.59,6000,452,451
490,EVENT_UPDATE,1202.08,6000,453,452
500,EVENT_UPDATE,1185.33,6000,447,446
510,EVENT_UPDATE,1168.28,6000,440,439
520,EVENT_UPDATE,1186.45,6000,439,438
530,EVENT_UPDATE,1165.56,6000,430,429
540,EVENT_UPDATE,1161.13,6000,416,415
